id,no_surat,ayat_surat,word,trans,rowlabel,maxrow
76023,84,15,كَانَ,was,62,
76024,84,15,بِهِ,of him,63,
76025,84,15,بَصِيرًا,All-Seer.,64,
76026,84,16,فَلَا,But nay!,65,
76409,89,4,إِذَا,when,7,
76410,89,4,يَسْرِ,it passes.,8,
76413,89,5,ذَلِكَ,that,11,
76416,89,5,حِجْرٍ,who understand?,14,
76418,89,6,تَرَ,you see,16,
76419,89,6,كَيْفَ,how,17,
76420,89,6,فَعَلَ,dealt,18,
76421,89,6,رَبُّكَ,your Lord,19,
76422,89,6,بِعَادٍ,"""with Aad",20,
76423,89,7,إِرَمَ,"""Iram",21,
76424,89,7,ذَاتِ,"""possessors (of)",22,
76625,91,2,إِذَا,when,4,
76626,91,2,تَلَاهَا,"""it follows it",5,
76627,91,3,وَالنَّهَارِ,And the day,6,
76673,91,15,وَلَا,And not,52,
76674,91,15,يَخَافُ,He fears,53,
76675,91,15,عُقْبَاهَا,its consequences.,54,
76676,92,1,وَاللَّيْلِ,By the night,1,
76677,92,1,إِذَا,when,2,
76678,92,1,يَغْشَى,"""it covers",3,
76679,92,2,وَالنَّهَارِ,And the day,4,
76680,92,2,إِذَا,when,5,
76682,92,3,وَمَا,And He Who,7,
76692,92,5,وَاتَّقَى,"""and fears",17,
76693,92,6,وَصَدَّقَ,And believes,18,
76694,92,6,بِالْحُسْنَى,"""in the best",19,
76695,92,7,فَسَنُيَسِّرُهُ,Then We will ease him,20,
76696,92,7,لِلْيُسْرَى,towards [the] ease.,21,
76697,92,8,وَأَمَّا,But as for,22,
76698,92,8,مَنْ,(him) who,23,
76699,92,8,بَخِلَ,withholds,24,
76700,92,8,وَاسْتَغْنَى,"""and considers himself free from need",25,
76701,92,9,وَكَذَّبَ,And denies,26,
76702,92,9,بِالْحُسْنَى,"""the best",27,
76703,92,10,فَسَنُيَسِّرُهُ,Then We will ease him,28,
76704,92,10,لِلْعُسْرَى,towards [the] difficulty.,29,
76705,92,11,وَمَا,And not,30,
75915,83,28,عَيْنًا,"""A spring",123,
75916,83,28,يَشْرَبُ,will drink,124,
75917,83,28,بِهَا,"""from it",125,
75919,83,29,إِنَّ,"""Indeed",127,
75920,83,29,الَّذِينَ,those who,128,
75921,83,29,أَجْرَمُوا,committed crimes,129,
75922,83,29,كَانُوا,used to,130,
75923,83,29,مِنَ,at,131,
75924,83,29,الَّذِينَ,those who,132,
75925,83,29,ءَامَنُوا,believed,133,
75926,83,29,يَضْحَكُونَ,laugh.,134,
75927,83,30,وَإِذَا,And when,135,
75928,83,30,مَرُّوا,they passed,136,
75929,83,30,بِهِمْ,"""by them",137,
75934,83,31,أَهْلِهِمُ,"""their people",142,
75936,83,31,فَكِهِينَ,jesting.,144,
75937,83,32,وَإِذَا,And when,145,
75938,83,32,رَأَوْهُمْ,"""they saw them",146,
75939,83,32,قَالُوا,"""they said",147,
75940,83,32,إِنَّ,"""""""Indeed",148,
75941,83,32,هَؤُلَاءِ,these,149,
75942,83,32,لَضَالُّونَ,"""surely have gone astray.""""""",150,
76628,91,3,إِذَا,when,7,
76629,91,3,جَلَّاهَا,"""it displays it",8,
76630,91,4,وَاللَّيْلِ,And the night,9,
76631,91,4,إِذَا,when,10,
76632,91,4,يَغْشَاهَا,"""it covers it",11,
76633,91,5,وَالسَّمَاءِ,And the heaven,12,
76659,91,13,فَقَالَ,But said,38,
76660,91,13,لَهُمْ,to them,39,
76661,91,13,رَسُولُ,(the) Messenger,40,
76662,91,13,اللَّهِ,"""(of) Allah",41,
76663,91,13,نَاقَةَ,"""""""(It is the) she-camel""",42,
76664,91,13,اللَّهِ,(of) Allah,43,
76665,91,13,وَسُقْيَاهَا,"""and her drink.""""""",44,
76666,91,14,فَكَذَّبُوهُ,"""But they denied him",45,
76667,91,14,فَعَقَرُوهَا,and they hamstrung her.,46,
76668,91,14,فَدَمْدَمَ,So destroyed,47,
76669,91,14,عَلَيْهِمْ,them,48,
76670,91,14,رَبُّهُمْ,their Lord,49,
76671,91,14,بِذَنْبِهِمْ,for their sin,50,
76672,91,14,فَسَوَّاهَا,and leveled them.,51,
76706,92,11,يُغْنِي,will avail,31,
76707,92,11,عَنْهُ,him,32,
76708,92,11,مَالُهُ,his wealth,33,
76709,92,11,إِذَا,when,34,
76710,92,11,تَرَدَّى,he falls.,35,
76711,92,12,إِنَّ,"""Indeed",36,
76712,92,12,عَلَيْنَا,upon Us,37,
76714,92,13,وَإِنَّ,"""And indeed",39,
76139,85,12,إِنَّ,"""Indeed",71,
76724,92,15,الْأَشْقَى,"""the most wretched",49,
76725,92,16,الَّذِي,The one who,50,
76735,92,19,لِأَحَدٍ,for anyone,60,
76736,92,19,عِنْدَهُ,with him,61,
76738,92,19,نِعْمَةٍ,favor,63,
76739,92,19,تُجْزَى,to be recompensed,64,
76740,92,20,إِلَّا,Except,65,
76741,92,20,ابْتِغَاءَ,seeking,66,
76037,84,19,عَنْ,from,76,
76038,84,19,طَبَقٍ,stage.,77,
76039,84,20,فَمَا,So what,78,
76041,84,20,لَا,not,80,
76042,84,20,يُؤْمِنُونَ,"""they believe",81,
76043,84,21,وَإِذَا,And when,82,
76044,84,21,قُرِئَ,is recited,83,
76045,84,21,عَلَيْهِمُ,to them,84,
76046,84,21,الْقُرْءَانُ,"""the Quran",85,
76060,84,25,إِلَّا,Except,99,
76061,84,25,الَّذِينَ,those who,100,
76063,84,25,وَعَمِلُوا,and do,102,
76064,84,25,الصَّالِحَاتِ,righteous deeds.,103,
76065,84,25,لَهُمْ,For them,104,
76066,84,25,أَجْرٌ,(is) a reward,105,
76067,84,25,غَيْرُ,never,106,
76068,84,25,مَمْنُونٍ,ending.,107,
76070,85,1,ذَاتِ,containing,2,
76071,85,1,الْبُرُوجِ,"""the constellations",3,
76072,85,2,وَالْيَوْمِ,And the Day,4,
76073,85,2,الْمَوْعُودِ,"""Promised",5,
76074,85,3,وَشَاهِدٍ,And (the) witness,6,
76075,85,3,وَمَشْهُودٍ,"""and what is witnessed",7,
76076,85,4,قُتِلَ,Destroyed were,8,
76077,85,4,أَصْحَابُ,(the) companions,9,
76079,85,5,النَّارِ,(Of) the fire,11,
76080,85,5,ذَاتِ,full,12,
76081,85,5,الْوَقُودِ,"""(of) the fuel",13,
76082,85,6,إِذْ,When,14,
76083,85,6,هُمْ,they,15,
76084,85,6,عَلَيْهَا,by it,16,
76085,85,6,قُعُودٌ,"""(were) sitting",17,
76086,85,7,وَهُمْ,And they,18,
76087,85,7,عَلَى,over,19,
76088,85,7,مَا,what,20,
76089,85,7,يَفْعَلُونَ,they were doing,21,
76091,85,7,شُهُودٌ,witnesses.,23,
76092,85,8,وَمَا,And not,24,
76093,85,8,نَقَمُوا,they resented,25,
76094,85,8,مِنْهُمْ,[of] them,26,
76095,85,8,إِلَّا,except,27,
76096,85,8,أَنْ,that,28,
76102,85,9,لَهُ,for Him,34,
76131,85,11,جَنَّاتٌ,(will be) Gardens,63,
76132,85,11,تَجْرِي,flow,64,
76133,85,11,مِنْ,from,65,
76134,85,11,تَحْتِهَا,underneath it,66,
76135,85,11,الْأَنْهَارُ,the rivers.,67,
76136,85,11,ذَلِكَ,That,68,
76726,92,16,كَذَّبَ,denied,51,
76727,92,16,وَتَوَلَّى,and turned away.,52,
76728,92,17,وَسَيُجَنَّبُهَا,But will be removed from it,53,
76729,92,17,الْأَتْقَى,"""the righteous",54,
76730,92,18,الَّذِي,The one who,55,
76731,92,18,يُؤْتِي,gives,56,
76732,92,18,مَالَهُ,his wealth,57,
76733,92,18,يَتَزَكَّى,"""(to) purify himself",58,
76734,92,19,وَمَا,And not,59,
76767,93,6,يَتِيمًا,an orphan,21,
76768,93,6,فءَاوَى,and give shelter?,22,
76769,93,7,وَوَجَدَكَ,And He found you,23,
76774,93,8,فَأَغْنَى,so He made self-sufficient.,28,
76775,93,9,فَأَمَّا,So as for,29,
76029,84,17,وَاللَّيْلِ,And the night,68,
76030,84,17,وَمَا,and what,69,
76031,84,17,وَسَقَ,"""it envelops",70,
76032,84,18,وَالْقَمَرِ,And the moon,71,
76033,84,18,إِذَا,when,72,
76034,84,18,اتَّسَقَ,"""it becomes full",73,
